hpoID,class,type,content,system,round
CHEBI:134249,related,direct,an alkanesulfonate,gold,-1
CHEBI:134251,related,direct,1-hydroxy-2-methoxybenzenes,gold,-1
CHEBI:134251,related,direct,2-methoxyphenol,gold,-1
CHEBI:134251,related,direct,2-methoxyphenol derivative,gold,-1
CHEBI:134251,related,direct,2-methoxyphenol derivatives,gold,-1
CHEBI:134251,related,direct,2-methoxyphenols,gold,-1
CHEBI:134251,related,direct,a guaiacol,gold,-1
CHEBI:134251,related,direct,catechol monomethyl ether,gold,-1
CHEBI:134251,related,direct,catechol monomethyl ethers,gold,-1
CHEBI:134251,related,direct,o-methoxyphenol,gold,-1
CHEBI:134251,related,direct,o-methoxyphenols,gold,-1
CHEBI:134251,related,direct,ortho-methoxyphenol,gold,-1
CHEBI:134251,related,direct,ortho-methoxyphenols,gold,-1
CHEBI:13643,exact,direct,glycols,gold,-1
CHEBI:13643,related,direct,Glykol,gold,-1
CHEBI:136505,related,direct,homocysteine derivatives,gold,-1
CHEBI:136849,related,direct,a 3-oxo-Delta4-steroid group,gold,-1
CHEBI:136859,related,direct,pro-agents,gold,-1
CHEBI:136859,related,direct,proagent,gold,-1
CHEBI:136859,related,direct,proagents,gold,-1
CHEBI:136889,related,direct,5beta steroids,gold,-1
CHEBI:136889,related,direct,5beta-steroid,gold,-1
CHEBI:136889,related,direct,5beta-steroids,gold,-1
CHEBI:137682,related,direct,methylhistidines,gold,-1
CHEBI:137982,related,direct,a tertiary amine,gold,-1
CHEBI:137982,related,direct,tertiary amine(1+),gold,-1
CHEBI:137982,related,direct,tertiary ammonium ions,gold,-1
CHEBI:138103,related,direct,inorganic acids,gold,-1
CHEBI:138103,related,direct,mineral acid,gold,-1
CHEBI:138103,related,direct,mineral acids,gold,-1
CHEBI:138130,related,direct,a Delta(7)-sterol,gold,-1
CHEBI:138141,related,direct,a 17alpha-hydroxy-C21-steroid,gold,-1
CHEBI:13850,exact,direct,apoprotein,gold,-1
CHEBI:13850,related,direct,apoproteins,gold,-1
CHEBI:138675,related,direct,gas molecular entities,gold,-1
CHEBI:138675,related,direct,gaseous molecular entities,gold,-1
CHEBI:138675,related,direct,gaseous molecular entity,gold,-1
CHEBI:139120,related,direct,a carotenoid beta-end derivative,gold,-1
CHEBI:13941,exact,direct,carbamate,gold,-1
CHEBI:13941,related,direct,Carbamat,gold,-1
CHEBI:13941,related,direct,Karbamat,gold,-1
CHEBI:13941,related,direct,carbamate ion,gold,-1
CHEBI:13941,related,direct,"carbamic acid, ion(1-)",gold,-1
CHEBI:139588,related,direct,alpha-hydroxy ketones,gold,-1
CHEBI:139588,related,direct,alpha-hydroxy-ketone,gold,-1
CHEBI:139588,related,direct,alpha-hydroxy-ketones,gold,-1
CHEBI:139588,related,direct,alpha-hydroxyketone,gold,-1
CHEBI:139588,related,direct,alpha-hydroxyketones,gold,-1
CHEBI:139589,related,direct,retinoate,gold,-1
CHEBI:139589,related,direct,retinoates,gold,-1
CHEBI:139589,related,direct,retinoid anions,gold,-1
CHEBI:139589,related,direct,retinoid carboxylate anion,gold,-1
CHEBI:139589,related,direct,retinoid carboxylate anions,gold,-1
CHEBI:139589,related,direct,retinoid carboxylic acid anion,gold,-1
CHEBI:139589,related,direct,retinoid carboxylic acid anions,gold,-1
CHEBI:139590,related,direct,primary alpha-hydroxy ketones,gold,-1
CHEBI:139590,related,direct,primary alpha-hydroxy-ketone,gold,-1
CHEBI:139590,related,direct,primary alpha-hydroxy-ketones,gold,-1
CHEBI:139590,related,direct,primary alpha-hydroxyketone,gold,-1
CHEBI:139590,related,direct,primary alpha-hydroxyketones,gold,-1
CHEBI:139592,related,direct,tertiary alpha-hydroxy ketones,gold,-1
CHEBI:139592,related,direct,tertiary alpha-hydroxy-ketone,gold,-1
CHEBI:139592,related,direct,tertiary alpha-hydroxy-ketones,gold,-1
CHEBI:139592,related,direct,tertiary alpha-hydroxyketone,gold,-1
CHEBI:139592,related,direct,tertiary alpha-hydroxyketones,gold,-1
CHEBI:140325,related,direct,secondary carboxamides,gold,-1
CHEBI:140785,related,direct,an R-cob(III)alamin,gold,-1
CHEBI:142355,related,direct,a purine D-ribonucleoside,gold,-1
CHEBI:142533,exact,direct,->4)-alpha-D-galactopyranosyl-(1->4)-beta-D-galactopyranosylp-(1->4)-beta-D-glucopyranosyl,gold,-1
CHEBI:142533,related,direct,->4)-alpha-D-Gal-(1->4)-beta-D-Gal-(1->4)-beta-D-Glc-yl,gold,-1
CHEBI:142533,related,direct,->4)-alpha-D-Gal-(1->4)-beta-D-Gal-(1->4)-beta-D-Glc-yl group,gold,-1
CHEBI:142533,related,direct,->4)-alpha-D-galactosyl-(1->4)-beta-D-galactosylp-(1->4)-beta-D-glucosyl,gold,-1
CHEBI:142567,exact,direct,alpha-D-galactopyranosyl-(1->4)-beta-D-galactopyranosyl-(1->4)-beta-D-glucopyranosyl,gold,-1
CHEBI:142567,related,direct,Gala1-4Galb1-4Glcb-yl,gold,-1
CHEBI:142567,related,direct,Galalpha1-4Galbeta1-4Glcbeta-R,gold,-1
CHEBI:142567,related,direct,Galalpha1-4Galbeta1-4Glcbeta-yl,gold,-1
CHEBI:142567,related,direct,alpha-D-Gal-(1->4)-beta-D-Gal-(1->4)-D-Glc-yl,gold,-1
CHEBI:142567,related,direct,alpha-D-galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosyl,gold,-1
CHEBI:142590,exact,direct,3-azaniumyl-2-methylpropanoate,gold,-1
CHEBI:142590,related,direct,3-aminoisobutanoate,gold,-1
CHEBI:142590,related,direct,3-ammonio-2-methylpropanoate,gold,-1
CHEBI:142767,exact,direct,"5-acetamido-3,5-dideoxy-D-glycero-alpha-D-galacto-non-2-ulopyranonosyl-(2->3)-beta-D-galactopyranosyl-(1->4)-beta-D-glucopyranosyl",gold,-1
CHEBI:142767,related,direct,3'-sialyllactosyl,gold,-1
CHEBI:142767,related,direct,Neu5Acalpha2-3Galbeta1-4Glcbeta-yl,gold,-1
CHEBI:142767,related,direct,alpha-N-acetylneuraminyl-(2->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl,gold,-1
CHEBI:142767,related,direct,alpha-Neu5Ac-(2->3)-beta-D-Galp-(1->4)-beta-D-Glcp-yl,gold,-1
CHEBI:14321,exact,direct,glutamate(1-),gold,-1
CHEBI:14321,exact,direct,hydrogen glutamate,gold,-1
CHEBI:14321,related,direct,2-ammoniopentanedioate,gold,-1
CHEBI:14321,related,direct,glutamate,gold,-1
CHEBI:14321,related,direct,glutamic acid monoanion,gold,-1
CHEBI:144637,exact,direct,4-hydroxy-D-proline,gold,-1
CHEBI:144637,related,direct,(2R)-4-hydroxypyrrolidine-2-carboxylic acid,gold,-1
CHEBI:144637,related,direct,4-OH-D-Pro,gold,-1
CHEBI:144637,related,direct,4-hydroxy-D-Pro,gold,-1
CHEBI:144829,related,direct,tumour antigens,gold,-1
CHEBI:146306,related,direct,partially defined glycan,gold,-1
CHEBI:146306,related,direct,partially defined glycans,gold,-1
CHEBI:146306,related,direct,partially-defined glycans,gold,-1
CHEBI:146500,exact,direct,2-acetamido-2-deoxy-3-O-D-galactopyranosyl-D-galactopyranose,gold,-1
CHEBI:146500,exact,direct,Gal(?1-3)GalNAc,gold,-1
CHEBI:146500,related,direct,D-galacto-hexopyranosyl-(1->3)-2-acetamido-2-deoxy-D-galacto-hexopyranose,gold,-1
CHEBI:146500,related,direct,"N-[(3R,4R,5R,6R)-2,5-dihydroxy-6-(hydroxymethyl)-4-[(3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-3-yl]acetamide",gold,-1
CHEBI:146500,related,direct,"WURCS=2.0/2,2,1/[a2112h-1x_1-5_2*NCC/3=O][a2112h-1x_1-5]/1-2/a3-b1",gold,-1
CHEBI:149498,related,direct,"a (7Z,10Z,13Z,16Z)-docosatetraenoyl derivative",gold,-1
CHEBI:149498,related,direct,adrenoyl derivative,gold,-1
CHEBI:15138,exact,direct,sulfanediide,gold,-1
CHEBI:15138,exact,direct,sulfide(2-),gold,-1
CHEBI:15138,related,direct,S(2-),gold,-1
CHEBI:15138,related,direct,Sulfide,gold,-1
CHEBI:15138,related,direct,sulphide,gold,-1
CHEBI:151472,exact,direct,"5-acetamido-3,5-dideoxy-D-glycero-alpha-D-galacto-non-2-ulopyranonosyl-(2->3)-beta-D-galactopyranosyl-(1->4)-D-glucopyranose",gold,-1
CHEBI:151472,related,direct,3'-SL,gold,-1
CHEBI:151472,related,direct,3'-sialyllactose,gold,-1
CHEBI:151472,related,direct,"5-acetamido-3,5-dideoxy-D-glycero-alpha-D-galacto-non-2-ulopyranosylonic acid-(2->3)-beta-D-galacto-hexopyranosyl-(1->4)-D-gluco-hexopyranose",gold,-1
CHEBI:151472,related,direct,NeuAc(a2-3)Gal(b1-4)Glc,gold,-1
CHEBI:151472,related,direct,"WURCS=2.0/3,3,2/[a2122h-1x_1-5][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3/a4-b1_b3-c2",gold,-1
CHEBI:151472,related,direct,alpha-N-acetylneuraminosyl-(2->3)-beta-D-galactosyl-(1->4)-D-glucose,gold,-1
CHEBI:151472,related,direct,alpha-Neu5Ac-(2->3)-beta-D-Galp-(1->4)-D-Glc,gold,-1
CHEBI:151472,related,direct,alpha-Neu5Ac-(2->3)-beta-Gal-(1->4)-Glc,gold,-1
CHEBI:15318,exact,direct,xanthine,gold,-1
CHEBI:15318,related,direct,"2,6-dioxopurine",gold,-1
CHEBI:15318,related,direct,"2,6-dioxopurines",gold,-1
CHEBI:15318,related,direct,xanthines,gold,-1
CHEBI:15339,exact,direct,Acceptor,gold,-1
CHEBI:15339,related,direct,A,gold,-1
CHEBI:15339,related,direct,Akzeptor,gold,-1
CHEBI:15339,related,direct,Hydrogen-acceptor,gold,-1
CHEBI:15339,related,direct,Oxidized donor,gold,-1
CHEBI:15339,related,direct,accepteur,gold,-1
CHEBI:15356,exact,direct,Cysteine,gold,-1
CHEBI:15356,exact,direct,cysteine,gold,-1
CHEBI:15356,related,direct,2-Amino-3-mercaptopropionic acid,gold,-1
CHEBI:15356,related,direct,2-amino-3-mercaptopropanoic acid,gold,-1
CHEBI:15356,related,direct,2-amino-3-sulfanylpropanoic acid,gold,-1
CHEBI:15356,related,direct,C,gold,-1
CHEBI:15356,related,direct,Cys,gold,-1
CHEBI:15356,related,direct,Cystein,gold,-1
CHEBI:15356,related,direct,Hcys,gold,-1
CHEBI:15356,related,direct,Zystein,gold,-1
CHEBI:15356,related,direct,cisteina,gold,-1
CHEBI:15361,exact,direct,2-oxopropanoate,gold,-1
CHEBI:15361,exact,direct,pyruvate,gold,-1
CHEBI:15361,related,direct,2-oxopropanoate,gold,-1
CHEBI:15361,related,direct,"2-oxopropanoic acid, ion(1-)",gold,-1
CHEBI:15366,exact,direct,ACETIC ACID,gold,-1
CHEBI:15366,exact,direct,Acetic acid,gold,-1
CHEBI:15366,exact,direct,acetic acid,gold,-1
CHEBI:15366,related,direct,AcOH,gold,-1
CHEBI:15366,related,direct,CH3-COOH,gold,-1
CHEBI:15366,related,direct,CH3CO2H,gold,-1
CHEBI:15366,related,direct,E 260,gold,-1
CHEBI:15366,related,direct,E-260,gold,-1
CHEBI:15366,related,direct,E260,gold,-1
CHEBI:15366,related,direct,Essigsaeure,gold,-1
CHEBI:15366,related,direct,Ethanoic acid,gold,-1
CHEBI:15366,related,direct,Ethylic acid,gold,-1
CHEBI:15366,related,direct,HOAc,gold,-1
CHEBI:15366,related,direct,INS No. 260,gold,-1
CHEBI:15366,related,direct,MeCO2H,gold,-1
CHEBI:15366,related,direct,MeCOOH,gold,-1
CHEBI:15366,related,direct,Methanecarboxylic acid,gold,-1
CHEBI:15366,related,direct,acide acetique,gold,-1
CHEBI:15366,related,direct,ethoic acid,gold,-1
CHEBI:15379,exact,direct,dioxygen,gold,-1
CHEBI:15379,related,direct,Disauerstoff,gold,-1
CHEBI:15379,related,direct,E 948,gold,-1
CHEBI:15379,related,direct,E-948,gold,-1
CHEBI:15379,related,direct,E948,gold,-1
CHEBI:15379,related,direct,O2,gold,-1
CHEBI:15379,related,direct,OXYGEN MOLECULE,gold,-1
CHEBI:15379,related,direct,Oxygen,gold,-1
CHEBI:15379,related,direct,[OO],gold,-1
CHEBI:15379,related,direct,dioxygene,gold,-1
CHEBI:15379,related,direct,molecular oxygen,gold,-1
CHEBI:15414,exact,direct,S-Adenosyl-L-methionine,gold,-1
CHEBI:15414,exact,direct,S-adenosyl-L-methionine,gold,-1
CHEBI:15414,exact,direct,[(3S)-3-amino-3-carboxypropyl](5'-deoxyadenosin-5'-yl)(methyl)sulfonium,gold,-1
CHEBI:15414,related,direct,"(3S)-5'-[(3-amino-3-carboxypropyl)methylsulfonio]-5'-deoxyadenosine, inner salt",gold,-1
CHEBI:15414,related,direct,Acylcarnitine,gold,-1
CHEBI:15414,related,direct,AdoMet,gold,-1
CHEBI:15414,related,direct,S-(5'-deoxyadenosin-5'-yl)-L-methionine,gold,-1
CHEBI:15414,related,direct,S-Adenosylmethionine,gold,-1
CHEBI:15414,related,direct,S-adenosylmethionine,gold,-1
CHEBI:15414,related,direct,SAM,gold,-1
CHEBI:15414,related,direct,SAMe,gold,-1
CHEBI:15414,related,direct,"[1-(adenin-9-yl)-1,5-dideoxy-beta-D-ribofuranos-5-yl][(3S)-3-amino-3-carboxypropyl](methyl)sulfonium",gold,-1
CHEBI:15428,exact,direct,GLYCINE,gold,-1
CHEBI:15428,exact,direct,Glycine,gold,-1
CHEBI:15428,exact,direct,aminoacetic acid,gold,-1
CHEBI:15428,exact,direct,glycine,gold,-1
CHEBI:15428,related,direct,Aminoacetic acid,gold,-1
CHEBI:15428,related,direct,Aminoessigsaeure,gold,-1
CHEBI:15428,related,direct,G,gold,-1
CHEBI:15428,related,direct,Gly,gold,-1
CHEBI:15428,related,direct,Glycin,gold,-1
CHEBI:15428,related,direct,Glycocoll,gold,-1
CHEBI:15428,related,direct,Glykokoll,gold,-1
CHEBI:15428,related,direct,Glyzin,gold,-1
CHEBI:15428,related,direct,H2N-CH2-COOH,gold,-1
CHEBI:15428,related,direct,Hgly,gold,-1
CHEBI:15428,related,direct,Leimzucker,gold,-1
CHEBI:15428,related,direct,aminoethanoic acid,gold,-1
CHEBI:15440,exact,direct,"(6E,10E,14E,18E)-2,6,10,15,19,23-hexamethyltetracosa-2,6,10,14,18,22-hexaene",gold,-1
CHEBI:15440,exact,direct,Squalene,gold,-1
CHEBI:15440,exact,direct,squalene,gold,-1
CHEBI:15440,related,direct,"(all-E)-2,6,10,15,19,23-hexamethyl-2,6,10,14,18,22-tetracosahexaene",gold,-1
CHEBI:15440,related,direct,Spinacene,gold,-1
CHEBI:15440,related,direct,Supraene,gold,-1
CHEBI:15551,exact,direct,"(5Z,13E,15S)-11alpha,15-dihydroxy-9-oxoprosta-5,13-dien-1-oic acid",gold,-1
CHEBI:15551,exact,direct,Prostaglandin E2,gold,-1
CHEBI:15551,related,direct,(15S)-prostaglandin E2,gold,-1
CHEBI:15551,related,direct,"(5Z,11alpha,13E,15S)-11,15-dihydroxy-9-oxoprosta-5,13-dien-1-oic acid",gold,-1
CHEBI:15551,related,direct,"(5Z,13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprost-13-enoate",gold,-1
CHEBI:15551,related,direct,"(5Z,13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprosta-5,13-dienoate",gold,-1
CHEBI:15551,related,direct,"(E,Z)-(1R,2R,3R)-7-(3-Hydroxy-2-((3S)-(3-hydroxy-1-octenyl))-5-oxocyclopentyl)-5-heptenoic acid",gold,-1
CHEBI:15551,related,direct,"(Z)-7-((1R,2R,3R)-3-hydroxy-2-((S,E)-3-hydroxyoct-1-enyl)-5-oxocyclopentyl)hept-5-enoic acid",gold,-1
CHEBI:15551,related,direct,Cervidil,gold,-1
CHEBI:15551,related,direct,Cerviprime,gold,-1
CHEBI:15551,related,direct,Cerviprost,gold,-1
CHEBI:15551,related,direct,Dinoproston,gold,-1
CHEBI:15551,related,direct,Enzaprost E,gold,-1
CHEBI:15551,related,direct,Glandin-E2,gold,-1
CHEBI:15551,related,direct,Minprositin E2,gold,-1
CHEBI:15551,related,direct,Minprostin E2,gold,-1
CHEBI:15551,related,direct,PGE2,gold,-1
CHEBI:15551,related,direct,Prepidil,gold,-1
CHEBI:15551,related,direct,Propess,gold,-1
CHEBI:15551,related,direct,Prostarmon E,gold,-1
CHEBI:15551,related,direct,Prostenone,gold,-1
CHEBI:15551,related,direct,Prostin,gold,-1
CHEBI:15551,related,direct,Prostin E2,gold,-1
CHEBI:15551,related,direct,U 12062,gold,-1
CHEBI:15551,related,direct,"U-12,062",gold,-1
CHEBI:15551,related,direct,U-12062,gold,-1
CHEBI:15551,related,direct,dinoprostona,gold,-1
CHEBI:15551,related,direct,dinoprostone,gold,-1
CHEBI:15551,related,direct,dinoprostonum,gold,-1
CHEBI:155837,related,direct,L-amino acid tripeptide zwitterion,gold,-1
CHEBI:155837,related,direct,L-amino acid tripeptide zwitterions,gold,-1
CHEBI:155837,related,direct,amino acid tripeptide zwitterion,gold,-1
CHEBI:155837,related,direct,amino acid tripeptide zwitterions,gold,-1
CHEBI:155837,related,direct,an L-amino acid tripeptide,gold,-1
CHEBI:156068,related,direct,N-acetyl-alpha-neuraminosyl-(2->3)-beta-D-galactosyl-(1->4)-D-glucose,gold,-1
CHEBI:156068,related,direct,alpha-NeuAc-(2->3)-beta-D-Gal-(1->4)-D-Glc(1-),gold,-1
CHEBI:15611,exact,direct,SARCOSINE,gold,-1
CHEBI:15611,exact,direct,Sarcosine,gold,-1
CHEBI:15611,exact,direct,sarcosine,gold,-1
CHEBI:15611,related,direct,(methylamino)acetic acid,gold,-1
CHEBI:15611,related,direct,(methylamino)ethanoic acid,gold,-1
CHEBI:15611,related,direct,L-sarcosine,gold,-1
CHEBI:15611,related,direct,MeGly,gold,-1
CHEBI:15611,related,direct,N-Methylglycine,gold,-1
CHEBI:15611,related,direct,N-methylaminoacetic acid,gold,-1
CHEBI:15611,related,direct,Sar,gold,-1
CHEBI:15611,related,direct,methylaminoacetic acid,gold,-1
CHEBI:15611,related,direct,sarcosinic acid,gold,-1
CHEBI:15676,exact,direct,Allantoin,gold,-1
CHEBI:15676,exact,direct,"N-(2,5-dioxoimidazolidin-4-yl)urea",gold,-1
CHEBI:15676,exact,direct,allantoin,gold,-1
CHEBI:15676,related,direct,"(2,5-Dioxo-4-imidazolidinyl)urea",gold,-1
CHEBI:15676,related,direct,"2,5-Dioxo-4-imidazolidinyl-urea",gold,-1
CHEBI:15676,related,direct,"4-ureido-2,5-imidazolidinedione",gold,-1
CHEBI:15676,related,direct,"5-Ureido-2,4-imidazolidindione",gold,-1
CHEBI:15676,related,direct,5-Ureidohydantoin,gold,-1
CHEBI:15676,related,direct,Glyoxyldiureide,gold,-1
CHEBI:15676,related,direct,"N-(2,5-Dioxo-4-imidazolidinyl)urea",gold,-1
CHEBI:15681,exact,direct,"(2S,3R,4E)-2-(acylamino)-3-hydroxyoctadec-4-en-1-yl 5-acetamido-3,5-dideoxy-D-glycero-alpha-D-galacto-non-2-ulopyranonosyl-(2->3)-beta-D-galactopyranosyl-(1->4)-beta-D-glucopyranoside",gold,-1
CHEBI:15681,related,direct,(Gal)1 (Glc)1 (Neu5Ac)1 (Cer)1,gold,-1
CHEBI:15681,related,direct,(N-Acetylneuraminyl)-D-galactosyl-D-glucosylceramide,gold,-1
CHEBI:15681,related,direct,(Neu5Ac)GM3,gold,-1
CHEBI:15681,related,direct,GM3,gold,-1
CHEBI:15681,related,direct,GM3 (NeuAc),gold,-1
CHEBI:15681,related,direct,Hematoside,gold,-1
CHEBI:15681,related,direct,"N-Acetylneuraminyl-2,3-alpha-D-galactosyl-1,4-beta-D-glucosylceramide",gold,-1
CHEBI:15681,related,direct,Neu5Ac-alpha2->3Gal-beta1->4Glc-beta1->1'Cer,gold,-1
CHEBI:15681,related,direct,Neu5Acalpha2->3Galbeta1->4Glcbeta-Cer,gold,-1
CHEBI:15681,related,direct,NeuAc-GM3,gold,-1
CHEBI:15681,related,direct,NeuAcalpha2-3Galbeta1-4Glcbeta1-1'Cer,gold,-1
CHEBI:15681,related,direct,NeuAcalpha2->3Galbeta1->4Glc-Cer,gold,-1
CHEBI:15681,related,direct,"alpha-N-Acetylneuraminyl-2,3-beta-D-galactosyl-1,4-beta-D-glucosylceramide",gold,-1
CHEBI:15681,related,direct,alpha-N-acetylneuraminosyl-(2->3)-beta-D-galactosyl-(1->4)-beta-D-glucosylceramide,gold,-1
CHEBI:15681,related,direct,alpha-N-acetylneuraminosyl-(2->3)-beta-D-galactosyl-(1->4)-beta-D-glucosylceramides,gold,-1
