hpoID,class,type,content,system,round
HP:0006498,reference,,https://orcid.org/0000-0001-5208-3432,gold,-1
HP:0006498,reference,,https://orcid.org/0000-0002-0736-9199,gold,-1
HP:0011829,exact,direct,"Philtrum, Narrow",gold,-1
HP:0011829,exact,,Thin philtrum,gold,-1
HP:0011829,exact,,Decreased width of philtrum,gold,-1
HP:0011829,exact,,Decreased transverse dimension of philtrum,gold,-1
HP:0011829,exact,,Decreased horizontal dimension of philtrum,gold,-1
HP:0011829,exact,,Decreased breadth of philtrum,gold,-1
HP:0011829,comment,,"Although congenital sinuses of the lips generally occur in the lower lip, in rare instances they may appear in the philtrum of the upper lip, commonly close to the insertion of the columella.",gold,-1
HP:0011829,definition,,"Distance between the philtral ridges, measured just above the vermilion border, more than 2 standard deviations below the mean. Alternatively, an apparently decreased distance between the ridges of the philtrum.",gold,-1
HP:0011829,label,,Narrow philtrum,gold,-1
HP:0011829,reference,,UMLS:C4021115,gold,-1
HP:0011829,reference,,https://orcid.org/0000-0001-5889-4463,gold,-1
HP:0011829,reference,,PMID:19152422,gold,-1
HP:0003778,exact,direct,Short body and ramus of mandible,gold,-1
HP:0003778,exact,direct,Short mandibular ramus,gold,-1
HP:0003778,exact,direct,Underdeveloped mandibular rami,gold,-1
HP:0003778,narrow,,Decreased height of mandibular ramus,gold,-1
HP:0003778,broad,,Decreased size of mandibular ramus,gold,-1
HP:0003778,label,,Short mandibular rami,gold,-1
HP:0003778,child,,HP:0005790,gold,-1
HP:0003778,reference,,UMLS:C1841648,gold,-1
HP:0003778,reference,,UMLS:C4280545,gold,-1
HP:0003778,reference,,https://orcid.org/0000-0001-5889-4463,gold,-1
HP:0006371,exact,layperson,Wide shaft of long bone,gold,-1
HP:0006371,exact,layperson,Broad shaft of long bone,gold,-1
HP:0006371,definition,,Increased width of the diaphysis of long bones.,gold,-1
HP:0006371,label,,Broad long bone diaphyses,gold,-1
HP:0006371,reference,,UMLS:C4025053,gold,-1
HP:0006371,reference,,https://orcid.org/0000-0001-5208-3432,gold,-1
HP:0006371,reference,,https://orcid.org/0000-0002-0736-9199,gold,-1
HP:0001263,exact,direct,Delayed cognitive development,gold,-1
HP:0001263,exact,direct,Delayed development,gold,-1
HP:0001263,exact,direct,Delayed developmental milestones,gold,-1
HP:0001263,exact,direct,Delayed intellectual development,gold,-1
HP:0001263,exact,direct,Delayed milestones,gold,-1
HP:0001263,exact,direct,Delayed psychomotor development,gold,-1
HP:0001263,exact,direct,Developmental delay,gold,-1
HP:0001263,exact,direct,Developmental delay in early childhood,gold,-1
HP:0001263,exact,direct,"Developmental delay, global",gold,-1
HP:0001263,exact,direct,Developmental retardation,gold,-1
HP:0001263,exact,direct,Lack of psychomotor development,gold,-1
HP:0001263,exact,direct,Motor and developmental delay,gold,-1
HP:0001263,exact,direct,Motormental retardation,gold,-1
HP:0001263,exact,direct,Psychomotor delay,gold,-1
HP:0001263,exact,direct,Psychomotor development deficiency,gold,-1
HP:0001263,exact,direct,Psychomotor development failure,gold,-1
HP:0001263,exact,direct,Psychomotor developmental delay,gold,-1
HP:0001263,exact,direct,Retarded development,gold,-1
HP:0001263,exact,direct,Retarded mental development,gold,-1
HP:0001263,exact,direct,Retarded psychomotor development,gold,-1
HP:0001263,related,direct,Cognitive delay,gold,-1
HP:0001263,related,direct,Mental and motor retardation,gold,-1
HP:0001263,exact,abbreviation,GDD,gold,-1
HP:0001263,comment,,"Developmental retardation is any significant lag in development in the any or all of the physical, cognitive, behavioral, emotional, or social spheres. Note that the term intellectual disability (mental retardation) refers to not merely a delay in development but rather a permanent limitation. Note that the term 'psychomotor retardation' is also used in some contexts to refer to a slowing of thought and physical movements as a result of major depression or intoxication.",gold,-1
HP:0001263,definition,,"A delay in the achievement of motor or mental milestones in the domains of development of a child, including motor skills, speech and language, cognitive skills, and social and emotional skills. This term should only be used to describe children younger than five years of age.",gold,-1
HP:0001263,label,,Global developmental delay,gold,-1
HP:0001263,child,,HP:0011342,gold,-1
HP:0001263,child,,HP:0011343,gold,-1
HP:0001263,child,,HP:0011344,gold,-1
HP:0001263,child,,HP:0012736,gold,-1
HP:0001263,reference,,SNOMEDCT_US:224958001,gold,-1
HP:0001263,reference,,UMLS:C0557874,gold,-1
HP:0001263,reference,,UMLS:C1864897,gold,-1
HP:0001263,reference,,UMLS:C4020875,gold,-1
HP:0001263,reference,,https://orcid.org/0000-0002-6410-0882,gold,-1
HP:0001263,reference,,https://orcid.org/0009-0006-4530-3154,gold,-1
HP:0000929,narrow,layperson,Abnormality of the skull bones,gold,-1
HP:0000929,exact,layperson,Abnormality of the skull,gold,-1
HP:0000929,definition,,"An abnormality of the skull, the bony framework of the head which is comprised of the neurocranium (with eight cranial bones) and the viscerocranium (facial skeleton) that comprises fourteen facial bones with the mandible as its largest bone.",gold,-1
HP:0000929,label,,Abnormal skull morphology,gold,-1
HP:0000929,child,,HP:0000235,gold,-1
HP:0000929,child,,HP:0000240,gold,-1
HP:0000929,child,,HP:0000264,gold,-1
HP:0000929,child,,HP:0002679,gold,-1
HP:0000929,child,,HP:0002683,gold,-1
HP:0000929,child,,HP:0002693,gold,-1
HP:0000929,child,,HP:0002699,gold,-1
HP:0000929,child,,HP:0002703,gold,-1
HP:0000929,child,,HP:0004439,gold,-1
HP:0000929,child,,HP:0009116,gold,-1
HP:0000929,child,,HP:0009911,gold,-1
HP:0000929,child,,HP:0011815,gold,-1
HP:0000929,child,,HP:0011821,gold,-1
HP:0000929,child,,HP:0041082,gold,-1
HP:0000929,child,,HP:3000030,gold,-1
HP:0000929,reference,,UMLS:C0235942,gold,-1
HP:0000929,reference,,https://orcid.org/0000-0001-5889-4463,gold,-1
HP:0000929,reference,,https://orcid.org/0000-0002-0736-9199,gold,-1
HP:0006011,exact,layperson,"Short, cube shaped long bone of hand",gold,-1
HP:0006011,comment,,The metacarpals are normally tubular in appearance.,gold,-1
HP:0006011,definition,,Severely shortened metacarpal with a cuboidal appearance.,gold,-1
HP:0006011,label,,Cuboidal metacarpal,gold,-1
HP:0006011,reference,,UMLS:C4025093,gold,-1
HP:0006011,reference,,https://orcid.org/0000-0001-5208-3432,gold,-1
HP:0006011,reference,,https://orcid.org/0000-0002-0736-9199,gold,-1
HP:0010669,related,,Hypotrophy of the zygomatic bone,gold,-1
HP:0010669,related,,Hypotrophy of the cheekbone,gold,-1
HP:0010669,related,,Hypotrophic zygomatic bone,gold,-1
HP:0010669,related,,Hypotrophic cheekbone,gold,-1
HP:0010669,exact,,Underdevelopment of zygomatic bone,gold,-1
HP:0010669,exact,layperson,Underdevelopment of cheekbone,gold,-1
HP:0010669,exact,,Hypoplasia of cheekbone,gold,-1
HP:0010669,exact,,Decreased size of zygomatic bone,gold,-1
HP:0010669,exact,layperson,Decreased size of cheekbone,gold,-1
HP:0010669,exact,layperson,Cheekbone underdevelopment,gold,-1
HP:0010669,broad,layperson,Small zygomatic bone,gold,-1
HP:0010669,broad,layperson,Small malar bone,gold,-1
HP:0010669,broad,layperson,Small cheekbone,gold,-1
HP:0010669,broad,,Flattening of the zygomatic bone,gold,-1
HP:0010669,broad,,Depressed zygomatic bone,gold,-1
HP:0010669,broad,layperson,Depressed cheekbone,gold,-1
HP:0010669,definition,,"Underdevelopment of the zygomatic bone. That is, a reduction in size of the zygomatic bone, including the zygomatic process of the temporal bone of the skull, which forms part of the zygomatic arch.",gold,-1
HP:0010669,label,,Hypoplasia of the zygomatic bone,gold,-1
HP:0010669,child,,HP:0005439,gold,-1
HP:0010669,reference,,UMLS:C4021242,gold,-1
HP:0010669,reference,,UMLS:C4072879,gold,-1
HP:0010669,reference,,UMLS:C4280368,gold,-1
HP:0010669,reference,,UMLS:C4280369,gold,-1
HP:0010669,reference,,UMLS:C4280370,gold,-1
HP:0010669,reference,,https://orcid.org/0000-0001-5889-4463,gold,-1
HP:0010669,reference,,https://orcid.org/0000-0002-0736-9199,gold,-1
HP:0010669,reference,,PMID:19125436,gold,-1
HP:0030310,exact,layperson,Dislocated arm joints,gold,-1
HP:0030310,definition,,Displacement or malalignment of one or more joints in the upper extremity (arm).,gold,-1
HP:0030310,label,,Upper extremity joint dislocation,gold,-1
HP:0030310,child,,HP:0003042,gold,-1
HP:0030310,child,,HP:0003834,gold,-1
HP:0030310,child,,HP:0003994,gold,-1
HP:0030310,reference,,UMLS:C4022517,gold,-1
HP:0030310,reference,,https://orcid.org/0000-0001-5208-3432,gold,-1
HP:0030310,reference,,https://orcid.org/0000-0002-0736-9199,gold,-1
HP:0400000,related,layperson,Long lower third of face,gold,-1
HP:0400000,exact,,Vertical hyperplasia of chin,gold,-1
HP:0400000,exact,,Vertical excess of chin,gold,-1
HP:0400000,exact,layperson,Long chin,gold,-1
HP:0400000,exact,,Increased height of menton region,gold,-1
HP:0400000,exact,layperson,Increased height of chin,gold,-1
HP:0400000,definition,,Increased vertical distance from the vermillion border of the lower lip to the inferior-most point of the chin.,gold,-1
HP:0400000,label,,Tall chin,gold,-1
HP:0400000,reference,,SNOMEDCT_US:471397004,gold,-1
HP:0400000,reference,,UMLS:C3532221,gold,-1
HP:0400000,reference,,UMLS:C4021875,gold,-1
HP:0400000,reference,,https://orcid.org/0000-0001-5889-4463,gold,-1
HP:0400000,reference,,PMID:19125436,gold,-1
HP:0400000,reference,,eom:96d8ca16a3c80216,gold,-1
HP:0011973,exact,direct,Intermittent lack of energy,gold,-1
HP:0011973,definition,,Repeated episodes of sudden-onset and transient lethargy.,gold,-1
HP:0011973,label,,Paroxysmal lethargy,gold,-1
HP:0011973,reference,,UMLS:C1847507,gold,-1
HP:0000433,exact,layperson,Abnormality of the nasal mucosa,gold,-1
HP:0000433,exact,layperson,Abnormality of nasal mucous membrane,gold,-1
HP:0000433,exact,layperson,Abnormality of mucous membrane of nose,gold,-1
HP:0000433,exact,layperson,Abnormality of mucosa of nose,gold,-1
HP:0000433,label,,Abnormal nasal mucosa morphology,gold,-1
HP:0000433,child,,HP:0000434,gold,-1
HP:0000433,child,,HP:0033361,gold,-1
HP:0000433,child,,HP:0033521,gold,-1
HP:0000433,child,,HP:0034920,gold,-1
HP:0000433,child,,HP:0100582,gold,-1
HP:0000433,reference,,UMLS:C4025854,gold,-1
HP:0000433,reference,,https://orcid.org/0000-0001-5889-4463,gold,-1
HP:0000110,exact,direct,Dysplastic kidneys,gold,-1
HP:0000110,exact,direct,Renal adysplasia,gold,-1
HP:0000110,definition,,The presence of developmental dysplasia of the kidney.,gold,-1
HP:0000110,label,,Renal dysplasia,gold,-1
HP:0000110,child,,HP:0008718,gold,-1
HP:0000110,child,,HP:0012582,gold,-1
HP:0000110,reference,,SNOMEDCT_US:204949001,gold,-1
HP:0000110,reference,,UMLS:C1619700,gold,-1
HP:0000110,reference,,UMLS:C3536714,gold,-1
HP:0000110,reference,,https://orcid.org/0000-0002-0736-9199,gold,-1
HP:0011157,exact,direct,Partial sensory seizure,gold,-1
HP:0011157,exact,direct,Sensory aura,gold,-1
HP:0011157,exact,plural,Focal sensory seizures,gold,-1
HP:0011157,comment,,"A focal sensory seizure involves a sensation being experienced at seizure onset, without objective clinical signs of a seizure evident to the observer.",gold,-1
HP:0011157,definition,,A focal sensory seizure is a type seizure beginning with a subjective sensation.,gold,-1
HP:0011157,label,,Focal sensory seizure,gold,-1
HP:0011157,child,,HP:0011158,gold,-1
HP:0011157,child,,HP:0011160,gold,-1
HP:0011157,child,,HP:0011161,gold,-1
HP:0011157,child,,HP:0011163,gold,-1
HP:0011157,child,,HP:0011165,gold,-1
HP:0011157,child,,HP:0032754,gold,-1
HP:0011157,child,,HP:0032759,gold,-1
HP:0011157,child,,HP:0032760,gold,-1
HP:0011157,child,,HP:0032787,gold,-1
HP:0011157,child,,HP:0032810,gold,-1
HP:0011157,reference,,SNOMEDCT_US:18618006,gold,-1
HP:0011157,reference,,UMLS:C0236018,gold,-1
HP:0011157,reference,,https://orcid.org/0000-0002-1511-5893,gold,-1
HP:0011157,reference,,HPO_CONTRIBUTOR:jalbers,gold,-1
HP:0011157,reference,,PMID:28276060,gold,-1
HP:0011157,reference,,PMID:28276062,gold,-1
HP:0011157,reference,,PMID:28276064,gold,-1
HP:0009055,exact,direct,"Generalized muscle atrophy, proximal and distal",gold,-1
HP:0009055,exact,layperson,Generalized muscle wasting,gold,-1
HP:0009055,exact,uk,Generalised muscle wasting,gold,-1
HP:0009055,exact,uk,"Generalised muscle atrophy, proximal and distal",gold,-1
HP:0009055,exact,uk,Generalised limb muscle atrophy,gold,-1
HP:0009055,definition,,Generalized (unlocalized) atrophy affecting muscles of the limbs in both proximal and distal locations.,gold,-1
HP:0009055,label,,Generalized limb muscle atrophy,gold,-1
HP:0009055,reference,,UMLS:C1838114,gold,-1
HP:0009055,reference,,https://orcid.org/0000-0001-5208-3432,gold,-1
HP:0009055,reference,,https://orcid.org/0000-0002-0736-9199,gold,-1
HP:0011845,exact,layperson,Short 2nd long bone of foot,gold,-1
HP:0011845,definition,,Short (hypoplastic) second metatarsal bone.,gold,-1
HP:0011845,label,,Short second metatarsal,gold,-1
HP:0011845,reference,,UMLS:C4023162,gold,-1
HP:0011845,reference,,https://orcid.org/0000-0001-5208-3432,gold,-1
HP:0011845,reference,,https://orcid.org/0000-0002-0736-9199,gold,-1
HP:0040104,definition,,"A narrowing of the bony part of the ear canal, which can be congenital or acquired through causes like chronic infections, trauma, or radiation therapy.",gold,-1
HP:0040104,label,,Osseous stenosis of the external auditory canal,gold,-1
HP:0040104,reference,,UMLS:C4022437,gold,-1
HP:0040217,exact,direct,Elevated glycated hemoglobin,gold,-1
HP:0040217,exact,direct,Elevated glycosylated hemoglobin,gold,-1
HP:0040217,exact,abbreviation,Increased HbA1c levels,gold,-1
HP:0040217,exact,uk,Elevated haemoglobin A1c,gold,-1
HP:0040217,exact,uk,Elevated glycosylated haemoglobin,gold,-1
HP:0040217,exact,uk,Elevated glycated haemoglobin,gold,-1
HP:0040217,exact,abbreviation,Elevated HbA1c,gold,-1
HP:0040217,definition,,"An increased concentration of hemoglobin A1c (HbA1c), which is the product of nonenzymatic attachment of a hexose molecule to the N-terminal amino acid of the hemoglobin molecule. This reaction is dependent on blood glucose concentration, and therefore reflects the mean glucose concentration over the previous 8 to 12 weeks. The HbA1c level provides a better indication of long-term glycemic control than one-time blood or urinary glucose measurements.",gold,-1
HP:0040217,label,,Elevated hemoglobin A1c,gold,-1
HP:0040217,reference,,UMLS:C4073162,gold,-1
HP:0040217,reference,,https://orcid.org/0000-0002-0736-9199,gold,-1
HP:0040217,reference,,PMID:20042774,gold,-1
HP:0011039,exact,direct,Abnormal helices,gold,-1
HP:0011039,exact,direct,Abnormality of the helix,gold,-1
HP:0011039,exact,direct,Helix abnormal,gold,-1
HP:0011039,definition,,An abnormality of the helix. The helix is the outer rim of the ear that extends from the insertion of the ear on the scalp (root) to the termination of the cartilage at the earlobe.,gold,-1
HP:0011039,label,,Abnormal helix morphology,gold,-1
HP:0011039,child,,HP:0000391,gold,-1
HP:0011039,child,,HP:0008523,gold,-1
HP:0011039,child,,HP:0008528,gold,-1
HP:0011039,child,,HP:0008544,gold,-1
HP:0011039,child,,HP:0008589,gold,-1
HP:0011039,child,,HP:0009895,gold,-1
HP:0011039,child,,HP:0009902,gold,-1
HP:0011039,child,,HP:0009904,gold,-1
HP:0011039,child,,HP:0009905,gold,-1
HP:0011039,child,,HP:0011261,gold,-1
HP:0011039,child,,HP:0011262,gold,-1
HP:0011039,child,,HP:0011264,gold,-1
HP:0011039,child,,HP:0030026,gold,-1
HP:0011039,child,,HP:0031228,gold,-1
HP:0011039,child,,HP:0100810,gold,-1
HP:0011039,reference,,UMLS:C1856660,gold,-1
HP:0011039,reference,,https://orcid.org/0000-0002-0736-9199,gold,-1
HP:0008440,comment,,The atlas is the first cervical vertebral body and the axis is the second vertebral body.,gold,-1
HP:0008440,definition,,Any abnormality of the atlas and the axis.,gold,-1
HP:0008440,label,,C1-C2 vertebral abnormality,gold,-1
HP:0008440,child,,HP:0003320,gold,-1
HP:0008440,reference,,UMLS:C4024675,gold,-1
HP:0008440,reference,,https://orcid.org/0000-0002-0736-9199,gold,-1
HP:0002094,exact,direct,Abnormal breathing,gold,-1
HP:0002094,related,layperson,Panting,gold,-1
HP:0002094,exact,layperson,Trouble breathing,gold,-1
HP:0002094,exact,layperson,Shortness of breath,gold,-1
HP:0002094,exact,uk,Dyspnoea,gold,-1
HP:0002094,exact,layperson,Difficulty breathing,gold,-1
HP:0002094,exact,layperson,Difficult to breathe,gold,-1
HP:0002094,exact,layperson,Breathing difficulty,gold,-1
HP:0002094,definition,,"Difficult or labored breathing. Dyspnea is a subjective feeling only the patient can rate, e.g., on a Borg scale.",gold,-1
HP:0002094,label,,Dyspnea,gold,-1
HP:0002094,child,,HP:0002098,gold,-1
HP:0002094,child,,HP:0002875,gold,-1
HP:0002094,child,,HP:0012763,gold,-1
HP:0002094,child,,HP:0012764,gold,-1
HP:0002094,child,,HP:0033368,gold,-1
HP:0002094,child,,HP:0033710,gold,-1
HP:0002094,child,,HP:0034807,gold,-1
HP:0002094,child,,HP:6000013,gold,-1
HP:0002094,reference,,SNOMEDCT_US:230145002,gold,-1
HP:0002094,reference,,SNOMEDCT_US:267036007,gold,-1
HP:0002094,reference,,UMLS:C0013404,gold,-1
HP:0002094,reference,,https://orcid.org/0000-0002-0736-9199,gold,-1
HP:0002094,reference,,PMID:16914301,gold,-1
HP:0040103,exact,direct,Acquired medial canal fibrosis,gold,-1
HP:0040103,exact,direct,Cutaneous stenosis of the external auditory canal,gold,-1
HP:0040103,exact,direct,Medial meatal fibrosis,gold,-1
HP:0040103,exact,direct,Obliterative otitis externa,gold,-1
HP:0040103,comment,,"Acquired stenosis of the external ear canal typically presents as recurrent otorrhea, conductive hearing loss, often with significant cerumen impaction and ear canal cholesteatoma. Different etiologies such as chronic otitis externa, dermatologic diseases, iatrogenic (previous ear surgery or radiotherapy) or accidental rauma, tumor and inflammation lead to scarring/fibrosis and subsequent stenosis of the ear canal.",gold,-1
HP:0040103,definition,,Stenosis or narrowing of the external ear canal (EAC) occurs lateral to the tympanic membrane resulting in a skin lined blind canal.,gold,-1
HP:0040103,label,,Acquired stenosis of the external ear canal,gold,-1
HP:0040103,reference,,UMLS:C4022438,gold,-1
HP:0100037,definition,,An abnormality of the hair of head.,gold,-1
HP:0100037,label,,Abnormality of the scalp hair,gold,-1
HP:0100037,child,,HP:0002209,gold,-1
HP:0100037,child,,HP:0002293,gold,-1
HP:0100037,child,,HP:0009553,gold,-1
HP:0100037,child,,HP:0100038,gold,-1
HP:0100037,reference,,UMLS:C4022384,gold,-1
HP:0100037,reference,,https://orcid.org/0000-0002-0736-9199,gold,-1
HP:0007464,definition,,Reduced number or density of facial hair.,gold,-1
HP:0007464,label,,Sparse facial hair,gold,-1
HP:0007464,reference,,UMLS:C2017869,gold,-1
HP:0007464,reference,,https://orcid.org/0000-0002-0736-9199,gold,-1
HP:0009226,exact,direct,Hypoplastic/small proximal phalanx of the 5th finger,gold,-1
HP:0009226,exact,layperson,Short proximal phalanx of the fifth finger,gold,-1
HP:0009226,exact,layperson,Short innermost pinky finger bone,gold,-1
HP:0009226,exact,layperson,Short innermost pinkie finger bone,gold,-1
HP:0009226,exact,,Short innermost little finger bone,gold,-1
HP:0009226,definition,,Hypoplastic/small proximal phalanx of the fifth finger.,gold,-1
HP:0009226,label,,Short proximal phalanx of the 5th finger,gold,-1
HP:0009226,reference,,UMLS:C4021509,gold,-1
HP:0009226,reference,,https://orcid.org/0000-0001-5208-3432,gold,-1
HP:0009226,reference,,https://orcid.org/0000-0002-5316-1399,gold,-1
HP:0008180,exact,direct,Mildly increased creatine kinase,gold,-1
HP:0008180,exact,direct,Moderately increased serum creatine kinase,gold,-1
HP:0008180,exact,abbreviation,Moderately elevated serum CPK,gold,-1
HP:0008180,exact,abbreviation,Moderately elevated serum CK,gold,-1
HP:0008180,exact,,Mildly increased serum creatine kinase,gold,-1
HP:0008180,exact,abbreviation,Mildly elevated serum phospho-CK,gold,-1
HP:0008180,exact,abbreviation,Mildly elevated serum CPK,gold,-1
HP:0008180,exact,abbreviation,Mildly elevated serum CK,gold,-1
HP:0008180,exact,,Mildly elevated creatine phosphokinase,gold,-1
HP:0008180,exact,abbreviation,Mildly elevated CPK,gold,-1
HP:0008180,comment,,'has part' some ('increased amount' and ('inheres in' some blood) and (towards some IMR_0002602) and ('has modifier' some 'mild intensity') and ('has modifier' some abnormal)),gold,-1
HP:0008180,label,,Mildly elevated creatine kinase,gold,-1
HP:0008180,reference,,UMLS:C1850309,gold,-1
HP:0008180,reference,,https://orcid.org/0000-0001-7941-2961,gold,-1
HP:0031066,definition,,Any anomaly of ovarian function.,gold,-1
HP:0031066,label,,Abnormal ovarian physiology,gold,-1
HP:0031066,child,,HP:0000134,gold,-1
HP:0031066,child,,HP:0008209,gold,-1
HP:0031066,child,,HP:0031067,gold,-1
HP:0031066,child,,HP:0033084,gold,-1
HP:0005108,exact,direct,Abnormality of the intervertebral disk,gold,-1
HP:0005108,exact,uk,Abnormality of the intervertebral disc,gold,-1
HP:0005108,comment,,Any abnormality of the fibrocartilaginous structures that are located between adjacent vertebral bodies.,gold,-1
HP:0005108,definition,,Any structural abnormality of the intervertebral disk.,gold,-1
HP:0005108,label,,Abnormal intervertebral disk morphology,gold,-1
HP:0005108,child,,HP:0002945,gold,-1
HP:0005108,child,,HP:0005645,gold,-1
HP:0005108,child,,HP:0008419,gold,-1
HP:0005108,child,,HP:0008441,gold,-1
HP:0005108,child,,HP:0025679,gold,-1
HP:0005108,child,,HP:0030320,gold,-1
HP:0005108,reference,,UMLS:C4025249,gold,-1
HP:0005108,reference,,https://orcid.org/0000-0002-0736-9199,gold,-1
HP:0007165,exact,direct,Periventricular gray matter heterotopia,gold,-1
HP:0007165,exact,,Subependymal neuronal heterotopia,gold,-1
HP:0007165,exact,uk,Subependymal grey matter heterotopia,gold,-1
HP:0007165,exact,,Subependymal gray matter heterotopia,gold,-1
HP:0007165,exact,,Periventricular neuronal heterotopia,gold,-1
HP:0007165,exact,uk,Periventricular grey matter heterotopia,gold,-1
HP:0007165,comment,,Periventricular gray matter heterotopia can be seen for example in patients with Smith-Lemli-Opitz-Syndrome.,gold,-1
HP:0007165,definition,,"A form of gray matter heterotopia were the mislocalized gray matter is typically located periventricularly, also sometimes called subependymal heterotopia. Periventricular means beside the ventricles. This is by far the most common location for heterotopia. Subependymal heterotopia present in a wide array of variations. There can be a small single node or a large number of nodes, can exist on either or both sides of the brain at any point along the higher ventricle margins, can be small or large, single or multiple, and can form a small node or a large wavy or curved mass.",gold,-1
HP:0007165,label,,Periventricular heterotopia,gold,-1
HP:0007165,child,,HP:0032388,gold,-1
