hpoID,class,type,content,system,round,answer
CHEBI:132941,related,direct,2-hydroxyglutarate anion,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:132941,related,direct,2-hydroxyglutaric acid anion,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:132952,related,direct,ethanedioic acid anion,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:132952,related,direct,ethanedioic acid anions,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:132952,related,direct,oxalate anion,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:132952,related,direct,oxalate anions,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:132952,related,direct,oxalates,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:132952,related,direct,oxalic acid anion,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:132952,related,direct,oxalic acid anions,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:132953,related,direct,octanedioic acid anion,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:132953,related,direct,octanedioic acid anions,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:132953,related,direct,suberate anion,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:132953,related,direct,suberate anions,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:132953,related,direct,suberates,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:132953,related,direct,suberic acid anion,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:132953,related,direct,suberic acid anions,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:132954,related,direct,decanedioic acid anion,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:132954,related,direct,decanedioic acid anions,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:132954,related,direct,sebacate anion,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:132954,related,direct,sebacate anions,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:132954,related,direct,sebacates,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:132954,related,direct,sebacic acid anion,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:132954,related,direct,sebacic acid anions,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:132961,related,direct,2-methylbutanedioic acid anion,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:132961,related,direct,2-methylbutanedioic acid anions,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:132961,related,direct,methylsuccinate anion,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:132961,related,direct,methylsuccinates,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:132961,related,direct,methylsuccinic acid anion,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:132961,related,direct,methylsuccinic acid anions,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:132966,related,direct,N-benzoylglycinates,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:132966,related,direct,N-benzoylglycine anions,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:132970,exact,direct,4-carboxy-2-oxobutan-1-aminium,Mistral-Small-3.1-24B-Instruct-2503,-1,related
CHEBI:132970,related,direct,5-aminolevulinic acid cation,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:132970,related,direct,5-aminolevulinic acid(1+),Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:133251,related,direct,3-hydroxydicarboxylic acid dianion(2-),Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:133251,related,direct,a 3-hydroxy dicarboxylic acid,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:133291,related,direct,a saturated dicarboxylic acid,Mistral-Small-3.1-24B-Instruct-2503,-1,broad
CHEBI:133291,related,direct,saturated dicarboxylate(2-),Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:133294,related,direct,oxo dicarboxylic acid dianions,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:133580,exact,direct,(hexanoylamino)acetate,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:133580,related,direct,N-caproylglycinate,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:133580,related,direct,N-hexanoylglycine,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:133580,related,direct,N-hexanoylglycine anion,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:133580,related,direct,N-hexanoylglycine(1-),Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:133608,exact,direct,2-azaniumyl-3-(1-methyl-1H-imidazol-4-yl)propanoate,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:133609,exact,direct,2-azaniumyl-3-(1-methyl-1H-imidazol-5-yl)propanoate,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:133610,exact,direct,(2-methylpropanamido)acetate,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:133610,related,direct,N-(2-methylpropanoyl)glycinate,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:133610,related,direct,N-isobutanoylglycinate,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:133610,related,direct,isobutanoylglycinate,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:133610,related,direct,isobutyrylglycinate,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:133744,exact,direct,(4-hydroxy-3-methoxyphenyl)acetate,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:133744,related,direct,3-methoxy-4-hydroxyphenylacetate,Mistral-Small-3.1-24B-Instruct-2503,-1,related
CHEBI:133748,related,direct,citrate,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:133748,related,direct,citrate anions,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:134179,related,direct,VOC,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:134179,related,direct,VOCs,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:134179,related,direct,volatile organic compounds,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:134249,related,direct,alkanesulfonate oxoanions,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:134249,related,direct,alkanesulfonates,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:134249,related,direct,an alkanesulfonate,Mistral-Small-3.1-24B-Instruct-2503,-1,broad
CHEBI:134251,related,direct,1-hydroxy-2-methoxybenzenes,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:134251,related,direct,2-methoxyphenol,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:134251,related,direct,2-methoxyphenol derivative,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:134251,related,direct,2-methoxyphenol derivatives,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:134251,related,direct,2-methoxyphenols,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:134251,related,direct,a guaiacol,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:134251,related,direct,catechol monomethyl ether,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:134251,related,direct,catechol monomethyl ethers,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:134251,related,direct,o-methoxyphenol,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:134251,related,direct,o-methoxyphenols,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:134251,related,direct,ortho-methoxyphenol,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:134251,related,direct,ortho-methoxyphenols,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:13643,exact,direct,glycols,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:13643,related,direct,Glykol,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:136505,related,direct,homocysteine derivatives,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:136849,related,direct,a 3-oxo-Delta4-steroid group,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:136859,related,direct,pro-agents,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:136859,related,direct,proagent,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:136859,related,direct,proagents,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:136889,related,direct,5beta steroids,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:136889,related,direct,5beta-steroid,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:136889,related,direct,5beta-steroids,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:137682,related,direct,methylhistidines,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:137982,related,direct,a tertiary amine,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:137982,related,direct,tertiary amine(1+),Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:137982,related,direct,tertiary ammonium ions,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:138103,related,direct,inorganic acids,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:138103,related,direct,mineral acid,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:138103,related,direct,mineral acids,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:138130,related,direct,a Delta(7)-sterol,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:138141,related,direct,a 17alpha-hydroxy-C21-steroid,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:13850,exact,direct,apoprotein,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:13850,related,direct,apoproteins,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:138675,related,direct,gas molecular entities,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:138675,related,direct,gaseous molecular entities,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:138675,related,direct,gaseous molecular entity,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:139120,related,direct,a carotenoid beta-end derivative,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:13941,exact,direct,carbamate,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:13941,related,direct,Carbamat,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:13941,related,direct,Karbamat,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:13941,related,direct,carbamate ion,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:13941,related,direct,"carbamic acid, ion(1-)",Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:139588,related,direct,alpha-hydroxy ketones,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:139588,related,direct,alpha-hydroxy-ketone,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:139588,related,direct,alpha-hydroxy-ketones,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:139588,related,direct,alpha-hydroxyketone,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:139588,related,direct,alpha-hydroxyketones,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:139589,related,direct,retinoate,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:139589,related,direct,retinoates,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:139589,related,direct,retinoid anions,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:139589,related,direct,retinoid carboxylate anion,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:139589,related,direct,retinoid carboxylate anions,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:139589,related,direct,retinoid carboxylic acid anion,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:139589,related,direct,retinoid carboxylic acid anions,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:139590,related,direct,primary alpha-hydroxy ketones,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:139590,related,direct,primary alpha-hydroxy-ketone,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:139590,related,direct,primary alpha-hydroxy-ketones,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:139590,related,direct,primary alpha-hydroxyketone,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:139590,related,direct,primary alpha-hydroxyketones,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:139592,related,direct,tertiary alpha-hydroxy ketones,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:139592,related,direct,tertiary alpha-hydroxy-ketone,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:139592,related,direct,tertiary alpha-hydroxy-ketones,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:139592,related,direct,tertiary alpha-hydroxyketone,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:139592,related,direct,tertiary alpha-hydroxyketones,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:140325,related,direct,secondary carboxamides,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:140785,related,direct,an R-cob(III)alamin,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:142355,related,direct,a purine D-ribonucleoside,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:142533,exact,direct,->4)-alpha-D-galactopyranosyl-(1->4)-beta-D-galactopyranosylp-(1->4)-beta-D-glucopyranosyl,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:142533,related,direct,->4)-alpha-D-Gal-(1->4)-beta-D-Gal-(1->4)-beta-D-Glc-yl,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:142533,related,direct,->4)-alpha-D-Gal-(1->4)-beta-D-Gal-(1->4)-beta-D-Glc-yl group,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:142533,related,direct,->4)-alpha-D-galactosyl-(1->4)-beta-D-galactosylp-(1->4)-beta-D-glucosyl,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:142567,exact,direct,alpha-D-galactopyranosyl-(1->4)-beta-D-galactopyranosyl-(1->4)-beta-D-glucopyranosyl,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:142567,related,direct,Gala1-4Galb1-4Glcb-yl,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:142567,related,direct,Galalpha1-4Galbeta1-4Glcbeta-R,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:142567,related,direct,Galalpha1-4Galbeta1-4Glcbeta-yl,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:142567,related,direct,alpha-D-Gal-(1->4)-beta-D-Gal-(1->4)-D-Glc-yl,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:142567,related,direct,alpha-D-galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosyl,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:142590,exact,direct,3-azaniumyl-2-methylpropanoate,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:142590,related,direct,3-aminoisobutanoate,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:142590,related,direct,3-ammonio-2-methylpropanoate,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:142767,exact,direct,"5-acetamido-3,5-dideoxy-D-glycero-alpha-D-galacto-non-2-ulopyranonosyl-(2->3)-beta-D-galactopyranosyl-(1->4)-beta-D-glucopyranosyl",Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:142767,related,direct,3'-sialyllactosyl,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:142767,related,direct,Neu5Acalpha2-3Galbeta1-4Glcbeta-yl,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:142767,related,direct,alpha-N-acetylneuraminyl-(2->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:142767,related,direct,alpha-Neu5Ac-(2->3)-beta-D-Galp-(1->4)-beta-D-Glcp-yl,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:14321,exact,direct,glutamate(1-),Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:14321,exact,direct,hydrogen glutamate,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:14321,related,direct,2-ammoniopentanedioate,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:14321,related,direct,glutamate,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:14321,related,direct,glutamic acid monoanion,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:144637,exact,direct,4-hydroxy-D-proline,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:144637,related,direct,(2R)-4-hydroxypyrrolidine-2-carboxylic acid,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:144637,related,direct,4-OH-D-Pro,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:144637,related,direct,4-hydroxy-D-Pro,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:144829,related,direct,tumour antigens,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:146306,related,direct,partially defined glycan,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:146306,related,direct,partially defined glycans,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:146306,related,direct,partially-defined glycans,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:146500,exact,direct,2-acetamido-2-deoxy-3-O-D-galactopyranosyl-D-galactopyranose,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:146500,exact,direct,Gal(?1-3)GalNAc,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:146500,related,direct,D-galacto-hexopyranosyl-(1->3)-2-acetamido-2-deoxy-D-galacto-hexopyranose,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:146500,related,direct,"N-[(3R,4R,5R,6R)-2,5-dihydroxy-6-(hydroxymethyl)-4-[(3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-3-yl]acetamide",Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:146500,related,direct,"WURCS=2.0/2,2,1/[a2112h-1x_1-5_2*NCC/3=O][a2112h-1x_1-5]/1-2/a3-b1",Mistral-Small-3.1-24B-Instruct-2503,-1,related
CHEBI:149498,related,direct,"a (7Z,10Z,13Z,16Z)-docosatetraenoyl derivative",Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:149498,related,direct,adrenoyl derivative,Mistral-Small-3.1-24B-Instruct-2503,-1,related
CHEBI:15138,exact,direct,sulfanediide,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:15138,exact,direct,sulfide(2-),Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:15138,related,direct,S(2-),Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:15138,related,direct,Sulfide,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:15138,related,direct,sulphide,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:151472,exact,direct,"5-acetamido-3,5-dideoxy-D-glycero-alpha-D-galacto-non-2-ulopyranonosyl-(2->3)-beta-D-galactopyranosyl-(1->4)-D-glucopyranose",Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:151472,related,direct,3'-SL,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:151472,related,direct,3'-sialyllactose,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:151472,related,direct,"5-acetamido-3,5-dideoxy-D-glycero-alpha-D-galacto-non-2-ulopyranosylonic acid-(2->3)-beta-D-galacto-hexopyranosyl-(1->4)-D-gluco-hexopyranose",Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:151472,related,direct,NeuAc(a2-3)Gal(b1-4)Glc,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:151472,related,direct,"WURCS=2.0/3,3,2/[a2122h-1x_1-5][a2112h-1b_1-5][Aad21122h-2a_2-6_5*NCC/3=O]/1-2-3/a4-b1_b3-c2",Mistral-Small-3.1-24B-Instruct-2503,-1,related
CHEBI:151472,related,direct,alpha-N-acetylneuraminosyl-(2->3)-beta-D-galactosyl-(1->4)-D-glucose,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:151472,related,direct,alpha-Neu5Ac-(2->3)-beta-D-Galp-(1->4)-D-Glc,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:151472,related,direct,alpha-Neu5Ac-(2->3)-beta-Gal-(1->4)-Glc,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:15318,exact,direct,xanthine,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:15318,related,direct,"2,6-dioxopurine",Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:15318,related,direct,"2,6-dioxopurines",Mistral-Small-3.1-24B-Instruct-2503,-1,narrow
CHEBI:15318,related,direct,xanthines,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:15339,exact,direct,Acceptor,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:15339,related,direct,A,Mistral-Small-3.1-24B-Instruct-2503,-1,related
CHEBI:15339,related,direct,Akzeptor,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:15339,related,direct,Hydrogen-acceptor,Mistral-Small-3.1-24B-Instruct-2503,-1,exact
CHEBI:15339,related,direct,Oxidized donor,Mistral-Small-3.1-24B-Instruct-2503,-1,related
